Name,Address,Latitude,Longitude,Rating,User Ratings Total,Random_Score
Key Food Supermarkets - 9530 Church Avenue,"9530 Church Avenue, Brooklyn",40.6554538,-73.91544019999999,3.9,662,
Ideal Food Basket of East New York,"840 East New York Avenue, Brooklyn",40.662434,-73.9348725,4.1,600,
The Market Place - Crown Heights,"589 East New York Avenue, Brooklyn",40.6622706,-73.94319209999999,4.5,1355,
Bravo Supermarkets,"366 New Lots Avenue, Brooklyn",40.6614734,-73.8935894,3.8,471,
Aden Supermarket,"10404 Flatlands Avenue, Brooklyn",40.6470553,-73.8951227,4.3,18,
CTown Supermarkets,"330 Utica Avenue, Brooklyn",40.6667009,-73.9316075,3.7,429,
Apna Bazar,"113-18 Liberty Avenue, South Richmond Hill",40.6854642,-73.8287983,4.0,2222,
CTown Supermarkets,"107-66 Cross Bay Boulevard, Ozone Park",40.67710399999999,-73.8441569,4.1,445,
Key Food Supermarkets,"163-30 Cross Bay Boulevard, Howard Beach",40.6516443,-73.838456,4.3,500,52.0
Food Universe Marketplace,"96-09 Liberty Avenue, Ozone Park",40.680903,-73.84285,4.1,756,
Cherry Valley Marketplace,"84-12 97th Avenue, Jamaica",40.68328140000001,-73.8555933,4.2,1029,
Apna Sohna Bazaar,"117-10 Rockaway Boulevard, South Ozone Park",40.6762176,-73.8205869,4.4,130,
Key Food,"102-02 101st Avenue, Ozone Park",40.6855605,-73.8404601,4.2,357,
Liberty Bismillah Supermarket,"109-19 Liberty Avenue, South Richmond Hill",40.684581,-73.8321173,4.0,57,
The Food Emporium of Howard Beach Supermarket,"Lindenwood 82, 35 153rd Avenue, Howard Beach",40.66679989999999,-73.8513598,3.8,474,
Apna Bazar Farmers Market,"124-16 Liberty Avenue, South Richmond Hill",40.6878074,-73.8194802,4.1,719,
CTown Supermarkets,"98-02 Jamaica Avenue, Woodhaven",40.6946369,-73.847383,3.8,449,
Superior Food Market Inc,"120-22 101st Avenue, South Richmond Hill",40.690268,-73.82395799999999,4.8,8,
Golden Mango Supermarket,"8105 Rockaway Boulevard, Ozone Park",40.6847967,-73.8591678,4.1,378,
Key Food Supermarkets,"1215 Sutter Avenue, Brooklyn",40.67281550000001,-73.8733335,3.9,796,56.0
Brothers Italian Food World,"16110 Cross Bay Boulevard, Howard Beach",40.6553893,-73.8393759,4.6,134,
Associated Supermarkets of Pitkin,"2578 Pitkin Avenue, Brooklyn",40.674491,-73.8769259,3.6,292,
Family Dollar,"3382 Atlantic Avenue, Brooklyn",40.6813675,-73.8717233,3.9,247,
Target Grocery,"519 Gateway Drive, Brooklyn",40.6529944,-73.870071,4.3,29,
ALDI,"528 Gateway Drive, Brooklyn",40.6538135,-73.87107069999999,4.3,2328,
Cherry Valley Marketplace,"925 Crescent Street #5515, Brooklyn",40.6647936,-73.8671293,4.0,351,
Key Food Supermarkets,"108-16 Liberty Avenue, Jamaica",40.6836662,-73.8332631,3.9,471,44.0
Pioneer Fresh of East New York,"689 Stanley Avenue, Brooklyn",40.65976399999999,-73.8834298,4.5,84,
J T Grocery,"114-27 135th Avenue, South Ozone Park",40.6715773,-73.8252383,4.3,28,
Key Food Supermarkets,"135-46 Lefferts Boulevard, South Ozone Park",40.6691667,-73.8216667,4.0,535,4.0
Tony's Shop & Save Supermarket,"Tony's Shop & Save Supermarket, 1161 Sutter Avenue, Brooklyn",40.6724843,-73.8751849,4.0,149,
FOOD BAZAAR,"11110 Flatlands Avenue, Brooklyn",40.6492783,-73.8889016,4.3,3236,
Food Universe Marketplace,"773 New Lots Avenue, Brooklyn",40.6667838,-73.8820401,3.7,162,
food choice,"1161 Sutter Avenue, Brooklyn",40.67253360000001,-73.8751917,5.0,5,
Milk Farm Supermarket,"88-13 Liberty Avenue, Ozone Park",40.6800975,-73.8502321,4.0,180,
Asian Supermarket & Halal Meat,"2757 Pitkin Avenue, Brooklyn",40.675908,-73.8704039,4.0,178,
Pure Farmers Market,"1242 Liberty Avenue, Brooklyn",40.6789487,-73.8628794,4.1,67,
Abdullah Supermarket,"74-16 101st Avenue, Ozone Park",40.67929120000001,-73.8624665,3.8,95,
Emdad Supermarket Inc.,"1206 Liberty Avenue, Brooklyn",40.6788064,-73.86458300000001,4.3,11,
Premium Supermarket,"1196 Liberty Avenue, Brooklyn",40.67875050000001,-73.86488360000001,4.0,484,
CTown Supermarkets,"1176 Liberty Avenue, Brooklyn",40.678541,-73.8658092,3.5,269,
Osorio Food Corp,"2665 Pitkin Avenue, Brooklyn",40.675368,-73.873846,4.5,8,
Junior's Food Outlet,"145-35 Rockaway Boulevard, South Ozone Park",40.67381739999999,-73.79228599999999,4.0,583,
Ideal Food Basket,"169-85 137th Avenue, Jamaica",40.6733823,-73.7701905,4.1,627,
Bravo Supermarkets,"144-28 Lakewood Avenue, Jamaica",40.6897531,-73.803113,3.9,153,
Western Beef Supermarket,"130-35 Merrick Boulevard, Rochdale Village",40.6806838,-73.76168299999999,3.8,726,
Key Food Supermarkets,"16602 Baisley Boulevard, Jamaica",40.67882109999999,-73.7762418,3.9,1183,109.0
CIBO Express Gourmet Market - TECH,"John F Kennedy International Airport, Terminal 2, Queens",40.6586769,-73.7953211,,0,
CIBO Express Gourmet Market,"John F Kennedy International Airport, Terminal 5, Queens",40.6586769,-73.7953211,,0,
CIBO Express Gourmet Market - Book Store,"John F Kennedy International Airport, Terminal 2, Queens",40.6586769,-73.7953211,,0,
Hudson,"Terminal 7, Jamaica",40.6495623,-73.7827185,1.8,9,
Alsa Met Food Corp.,Jamaica,40.67327280000001,-73.7907153,,0,
Farmboy Country Market,"127-20 Rockaway Boulevard, South Ozone Park",40.67484899999999,-73.810129,3.9,1267,
Amoco,"162-35 North Conduit Avenue, Jamaica",40.6682633,-73.77204309999999,4.0,9,
Almonte's Fine Fare of Farmers Blvd. - Neighborhood Supermarket,"145-44 Farmers Boulevard, Rochdale Village",40.66482469999999,-73.76841619999999,4.2,103,
Fine fair,"145-44 Farmers Boulevard, Rochdale Village",40.66487619999999,-73.76841670000002,3.9,69,
Ideal Food Basket,"142-36 Foch Boulevard, Jamaica",40.678845,-73.7983855,4.3,546,
FOOD JUNGLE INC,"11914 Sutphin Boulevard, Jamaica",40.6785301,-73.79178519999999,,0,
Food World Supermarket,"119-14 Sutphin Boulevard, Jamaica",40.6785301,-73.79178519999999,4.1,1564,
Food Universe Marketplace,"127-16 111th Avenue, South Ozone Park",40.6825793,-73.81359929999999,3.8,131,
Super,Rochdale Village,40.6785894,-73.7765337,,0,
C-Town Supermarket,"115-34 Sutphin Boulevard, Jamaica",40.683919,-73.7927091,3.8,248,
Shahjalal Halal Supermarket,"111-02 Sutphin Boulevard, Jamaica",40.68837579999999,-73.7958434,5.0,3,
Fresh Farm Halal Supermarket,157-11 Linden Boulevard,40.6880896,-73.7899571,3.7,11,
West Indian Farm Market,"123-02 Liberty Avenue, South Richmond Hill",40.6874622,-73.820628,4.2,157,
Matty's 5 Star Mini Mart,"128-02 Liberty Avenue, South Richmond Hill",40.688822,-73.816841,4.0,8,
Earnest Foods,"123-01 Merrick Boulevard, Jamaica",40.6833044,-73.76818120000001,4.9,101,
Market Fresh Supermarket,"109-10 Sutphin Boulevard, Jamaica",40.69159800000001,-73.7981891,4.1,115,
Century Market,"109-18 Liberty Avenue, South Richmond Hill",40.68405,-73.832188,3.4,15,
CTown Supermarkets,"Parking lot, 134-16 Liberty Avenue, South Richmond Hill",40.691428,-73.81197139999999,3.8,1141,
Key Food Supermarkets,"123-12 101st Avenue, South Richmond Hill",40.69085690000001,-73.8220138,3.9,595,-16.0
John’s Farm Market,"115-10 Merrick Boulevard, Jamaica",40.6894766,-73.7779845,4.0,36,
AFRICARIB BAZAAR MARKET,"114-52 Merrick Boulevard, Jamaica",40.690135,-73.778486,4.6,117,
Atlantic Farm Cash & Carry,"130-23 101st Avenue, South Richmond Hill",40.6928058,-73.8164517,3.5,21,
Deshi Bazar & Halal Meat Inc,"106-15 Sutphin Boulevard, Jamaica",40.6948931,-73.8023815,4.2,5,
Trader Joe's,"1280 West Broadway, Hewlett",40.6393609,-73.70171719999999,4.5,3021,
Amoco,"243-02 South Conduit Avenue, Rosedale",40.6650261,-73.7354563,3.7,93,
Key Food Supermarket of Rosedale Rd,"935 Rosedale Road, Valley Stream",40.65264069999999,-73.7241567,4.1,1070,
Key Food Supermarkets,"22501 Merrick Boulevard, Springfield Gardens",40.6776341,-73.7444269,4.0,581,108.0
King Kullen,"231 West Merrick Road, Valley Stream",40.6690491,-73.70640440000001,4.2,1230,
Gourmet Glatt Woodmere,"1030 Railroad Avenue, Woodmere",40.6344432,-73.71019799999999,4.4,469,
Sweet Pea - Gourmet Grocery Store,"1483 Broadway, Hewlett",40.6432499,-73.6955289,3.8,49,
Foodtown of Hewlett,"1368 Peninsula Boulevard, Hewlett",40.6447689,-73.7025313,4.1,1001,
Ramar Supermarket,"144-5A 243rd Street, Rosedale",40.6601075,-73.7393136,4.1,33,
Associated Supermarkets of Rosedale,"143-60 243rd Street, Rosedale",40.6608932,-73.7391098,3.9,169,
ALDI,"750 Sunrise Highway, Valley Stream",40.66446409999999,-73.72709069999999,4.4,1097,
Target Grocery,"500 Sunrise Highway, Valley Stream",40.6645869,-73.72075459999999,4.6,22,
Farm Country of Laurelton,"234-21 Merrick Boulevard, Rosedale",40.6746592,-73.7353883,4.0,268,
Food World Supermarket,"500 West Merrick Road, Valley Stream",40.66915099999999,-73.71533000000001,4.2,1758,
Keneret Fresh Market,"1274 Peninsula Boulevard, Hewlett",40.6436654,-73.7050704,4.7,77,
Key Food,"1805 North Central Avenue, Valley Stream",40.6826498,-73.7145285,4.2,1202,
A & E Supermarket,"11731 Farmers Boulevard, Jamaica",40.6907843,-73.7619793,4.6,9,
Patel Brothers,"780-782 Newark Avenue, Jersey City",40.735664,-74.06412,4.0,3251,
Extra Supermarket,"360 Martin Luther King Drive, Jersey City",40.7103021,-74.0771872,4.1,1909,
Big Bazar Indian supermarket - best Indian grocery store,"831 Newark Avenue, Jersey City",40.735656,-74.066267,4.1,916,
Pioneer Supermarkets of Jersey City,"320 Martin Luther King Drive, Jersey City",40.7097553,-74.0799293,3.8,405,
ACME Markets,"321 New Jersey 440, Jersey City",40.7105326,-74.10182309999999,4.2,1407,
Bravo Supermarkets,"503 West Side Avenue, Jersey City",40.71828079999999,-74.08408899999999,3.7,580,
اخوان غبور Ghabour Brothers Supermarket,"867 Bergen Avenue, Jersey City",40.7291529,-74.0665107,4.2,134,
99 Ranch Market,"420 Grand Street, Jersey City",40.7188083,-74.05276669999999,4.3,2436,
CTown Supermarkets,"885 Bergen Avenue, Jersey City",40.7296832,-74.06613879999999,4.0,1753,
Martfury,"837 Hilltop Haven Drive, Jersey City",40.7008372,-74.0887383,,0,
Tejeda Supermarket,"356 Ocean Avenue, Jersey City",40.6988281,-74.0854595,4.3,21,
Privilege Food,"466 Ocean Avenue, Jersey City",40.70232370000001,-74.0814685,4.1,230,
Asian Food Market Jersey City,"701 New Jersey 440, Jersey City",40.71940259999999,-74.09628959999999,4.2,1144,
Andy's Supermarket,"692 Ocean Avenue, Jersey City",40.7098434,-74.0761522,4.3,21,
Denisse Supermarket,"761 Ocean Avenue, Jersey City",40.7121557,-74.0752854,4.5,53,
Clarissa Supermarket,"509 Martin Luther King Drive, Jersey City",40.7153134,-74.0751724,4.6,44,
Alexa Supermarket,"509 Martin Luther King Drive, Jersey City",40.7152729,-74.0750841,4.6,87,
Clara Supermarket & Dely,Jersey City,40.7160614,-74.0740987,5.0,2,
Rodriguez Brothers Supermarket,"553 Communipaw Avenue, Jersey City",40.7164879,-74.0709478,4.4,110,
Exito Fresh Market,"115 Monticello Avenue, Jersey City",40.71867349999999,-74.07198199999999,3.7,275,
Don Henriquez,"195 Monticello Avenue, Jersey City",40.7213663,-74.07029899999999,4.9,7,
La Perfecta Supermarket,"195 Monticello Avenue, Jersey City",40.7213663,-74.07029899999999,3.8,12,
CTown Supermarkets,"759 West Side Avenue, Jersey City",40.726375,-74.0771476,3.5,197,
M & T Minimarket,"204 Duncan Avenue, Jersey City",40.7275868,-74.0781037,4.7,3,
Bergen Supermarket,"692 Bergen Avenue, Jersey City",40.7238835,-74.0699798,3.9,13,
Bergen Fruits & Vegetables,"787 Bergen Avenue, Jersey City",40.7262038,-74.0678363,4.4,91,
Angel Mini Supermarket,"2716 John F. Kennedy Boulevard, Jersey City",40.7289514,-74.0694183,5.0,1,
Sub Hub Market Fresh,"2815 John F. Kennedy Boulevard, Jersey City",40.7319983,-74.06682119999999,4.3,291,
National Supermarket,"61 Hawkins Street, Newark",40.72954059999999,-74.1396281,4.0,12,
M & M Mini Market & Deli,"116 Tonnelle Avenue, Jersey City",40.735002,-74.06701079999999,3.0,2,
Met Foodmarkets of Newark,"514 Ferry Street, Newark",40.73199309999999,-74.1400014,4.0,159,
Whole Foods Market,"270 Greenwich Street, New York",40.71558769999999,-74.0114521,4.4,3790,
Jubilee Market Place on John,"99 John Street, New York",40.7082431,-74.0063359,4.2,993,
Hudson Greene Market,"77 Hudson Street, Jersey City",40.7147655,-74.0347802,4.3,640,
Sunrise Mart 日系スーパー,"494 Broome Street, New York",40.7232614,-74.0025754,4.5,902,
SuperFresh Two Bridges,"5 Saint James Place, New York",40.7108765,-74.0002319,3.8,490,
Lily's Vegan Pantry,"213 Hester Street, New York",40.71865719999999,-73.999057,4.6,322,
Organic Basic Food,"204 Washington Street, Hoboken",40.7390365,-74.0306059,4.8,161,
Po Wing Hong Food Market,"49 Elizabeth Street Ground Floor, New York",40.7171287,-73.9967356,4.3,333,
ShopRite of Metro Plaza,"400 Marin Blvd, Metro Plaza Drive, Jersey City",40.72301520000001,-74.0396544,4.1,5129,
New York Marts,"75 East Broadway, New York",40.713685,-73.9941826,3.8,212,
Gristedes,"315 South End Avenue, New York",40.7104788,-74.0164333,3.4,135,
ACME Markets,"125 18th Street, Jersey City",40.7329254,-74.0375526,4.1,960,
MORTON WILLIAMS SUPERMARKETS,"105 River Drive, Jersey City",40.7297245,-74.0323762,4.0,1093,
55 Fulton Market by Keyfood,"55 Fulton Street, New York",40.70871810000001,-74.00471859999999,4.2,1369,
Supremo Food Market of Jersey City,"323 Palisade Avenue, Jersey City",40.7397374,-74.0473097,4.1,1062,
Key Food Supermarkets,"102 Montague Street, Brooklyn",40.6949016,-73.9954578,3.9,272,-18.0
Bangkok Center Grocery,"104 Mosco Street, New York",40.714554,-73.999344,4.7,241,
P & K Fruit Market,"170 Newark Avenue, Jersey City",40.72125310000001,-74.0449088,4.7,238,
Prime Food Market,"180 10th Street, Jersey City",40.728924,-74.0412979,4.2,720,
Meat Center (Chinatown),"208 Centre Street, New York",40.7190325,-73.99897109999999,4.5,4,
Gristedes,"101 Clark Street, Brooklyn",40.69788489999999,-73.9926259,3.1,221,
La Conga Supermarket,"352 Grove Street, Jersey City",40.7208162,-74.04254279999999,4.3,210,
Aspen Marketplace,"226 Washington Street, Hoboken",40.7396967,-74.0304774,4.1,357,
New York Mart,"128 Mott Street, New York",40.71850389999999,-73.9966318,3.9,1159,
Fulton Stall Market,"91 South Street, New York",40.7061992,-74.0034706,4.5,70,
Hong Kong Supermarket,"157 Hester Street, New York",40.717605,-73.9960273,4.1,2971,
Deluxe Food Market,"79 Elizabeth Street, New York",40.71803799999999,-73.996262,4.1,688,
Key Food Fresh & Natural,"574 Jersey Avenue, Jersey City",40.7232426,-74.0456641,4.2,647,
"D&Y Continental Fruit, Vegetables, Grocery, Flowers & More","309 Grove Street, Jersey City",40.7191528,-74.0434704,4.5,8,
Whole Foods Market,"135 Greene Street, Jersey City",40.7180058,-74.0369377,4.1,627,
Trader Joe's,"142 East 14th Street, New York",40.733371,-73.9878966,4.4,4858,
Trader Joe's,"675 6th Avenue, New York",40.74209010000001,-73.9941211,4.6,6706,
Whole Foods Market,"95 East Houston Street, New York",40.72382459999999,-73.99231019999999,4.2,2988,
Whole Foods Market,"4 Union Square East, New York",40.7346935,-73.9912519,4.2,4897,
MORTON WILLIAMS SUPERMARKETS,"130 Bleecker Street, New York",40.7277826,-73.9987835,4.0,629,
Key Food Urban Marketplace,"52 Avenue A, New York",40.72400320000001,-73.984763,4.2,1158,
Key Food Supermarkets,"43 Columbia Street, New York",40.7171382,-73.9804011,3.8,759,-6.0
Morton Williams Supermarkets,"278 Park Avenue South, New York",40.7394127,-73.98725379999999,3.5,269,
Garden of Eden,"7 East 14th Street, New York",40.7359352,-73.9928729,4.1,580,
Space Market,"1 University Place # 1, New York",40.7308738,-73.9952212,3.7,97,
Fine Fare Supermarkets,"545 Grand Street, New York",40.7139858,-73.9806191,3.6,599,
Citarella Gourmet Market - West Village,"424 6th Avenue, New York",40.7343679,-73.99871689999999,4.4,819,
FOOD BAZAAR,"21 Manhattan Avenue, Brooklyn",40.70314560000001,-73.9450749,4.4,7202,
Morton Williams Wines and Spirits,"313 East 23rd Street, New York",40.7377511,-73.98001339999999,4.1,210,
Foodtown of Williamsburg,"159 North 3rd Street, Brooklyn",40.715327,-73.959566,4.2,656,
CTown Supermarkets,"330 Graham Avenue, Brooklyn",40.71412600000001,-73.94400159999999,3.7,525,
Associated Supermarkets of Alphabet City,"123 Loisaida Avenue, New York",40.7246316,-73.9787304,3.8,217,
Union Market,"240 East Houston Street, New York",40.7223638,-73.9859359,4.3,664,
Western Beef Supermarket,"431 West 16th Street, New York",40.7430701,-74.00571599999999,3.6,313,
CTown Supermarkets,"241 Taaffe Place, Brooklyn",40.690586,-73.95931999999999,4.1,498,
Trader Joe's,"445 Gold Street, Brooklyn",40.69122529999999,-73.9827655,4.6,4657,
Grand Advance Supermarket,"272 Grand Street, New York",40.718072,-73.992842,4.4,9,
City Acres Market,"11 Broadway, Brooklyn",40.71099389999999,-73.9682784,4.1,697,
Key Food Supermarkets,"492 Myrtle Avenue, Brooklyn",40.6933444,-73.9652167,4.1,776,40.0
Frankels Kosher Market,"192 Clymer Street, Brooklyn",40.7071577,-73.9622196,4.6,136,
Peg Leg Woodshop,"54 Franklin Avenue, Brooklyn",40.6974946,-73.9593344,4.0,1,
Brooklyn Fare,"666 Greenwich Street, New York",40.7321288,-74.00789739999999,4.4,469,
Whole Foods Market,"238 Bedford Avenue, Brooklyn",40.71614090000001,-73.9597096,4.3,2859,
Shop Fair of Williamsburg,"385 Broadway, Brooklyn",40.7073543,-73.95437199999999,3.8,182,
City Fresh Market - Bushwick,"229 Knickerbocker Avenue #2401, Brooklyn",40.7029747,-73.9255093,4.2,919,
Western Beef Supermarket,"47-05 Metropolitan Avenue, Ridgewood",40.71419379999999,-73.9198147,4.1,1909,
FOOD BAZAAR,"1102 Myrtle Avenue, Brooklyn",40.6966458,-73.93626189999999,4.2,3112,
Key Food Supermarkets,"224 McGuinness Boulevard, Brooklyn",40.72990710000001,-73.950973,4.2,703,61.0
FOOD BAZAAR,"1590 Gates Avenue, Ridgewood",40.70072100000001,-73.910724,4.3,7562,
CTown Supermarkets,"346 Central Avenue, Brooklyn",40.6948126,-73.9198891,3.6,271,
Green Corner Fish & Farmers Market,"801 Flushing Avenue, Brooklyn",40.7012598,-73.9406714,4.2,1115,
Bravo Supermarkets,"844 Dekalb Avenue, Brooklyn",40.6922431,-73.9419881,3.9,424,
Mr.Kiwi,"957 Broadway, Brooklyn",40.6969004,-73.9348648,4.4,652,
Premier Food Fresh Market,"1165 Broadway, Brooklyn",40.693147,-73.92778799999999,3.3,449,
Trader Joe's,"9030 Metropolitan Avenue, Rego Park",40.7109939,-73.8581298,4.4,5959,
ALDI,"61-11 Junction Boulevard, Rego Park",40.7335112,-73.8630979,4.2,4335,
SkyFoods-Elmhurst,"7955 Albion Avenue, Elmhurst",40.73960140000001,-73.8837114,4.0,606,
Ideal Food Basket of Glendale,"67-16 Myrtle Avenue, Ridgewood",40.7014547,-73.8853498,3.9,306,
Key Food Supermarkets,"92-02 63rd Drive, Flushing",40.7275261,-73.86381399999999,4.1,503,132.0
Biedronka,"60-15 Myrtle Avenue, Flushing",40.7007523,-73.8977483,4.3,146,
Vitelio's Marketplace (Key Food),"1883 Madison Street, Queens",40.70396530000001,-73.9044454,3.9,203,
Food Universe Marketplace,"66-82 Fresh Pond Road, Ridgewood",40.7062605,-73.8971382,4.5,209,
REGO FRESH MARKETPLACE,"63-76 Woodhaven Boulevard, Rego Park",40.7223739,-73.8679269,3.6,168,
Fresh Value Marketplace,"9507 63rd Drive, Rego Park",40.7297385,-73.8628899,4.1,228,
CTown Supermarkets,"94-06 63rd Drive, Rego Park",40.72877489999999,-73.8628252,4.0,252,
Foodtown of Bushwick,"1291 Broadway, Brooklyn",40.6909383,-73.92412790000002,4.1,1523,
Moore Street Market,"110 Moore Street, Brooklyn",40.70368909999999,-73.9410911,4.4,355,
Village Barn Fresh Market,"80-05 Caldwell Avenue, Middle Village",40.725844,-73.87944,4.3,492,
Bravo Supermarkets,"785 Grand Street, Brooklyn",40.7120409,-73.941713,3.9,241,
Aron's Kissena Farms,"72-15 Kissena Boulevard, Flushing",40.7281381,-73.8140665,4.3,1429,
Seasons Queens - Kosher Supermarket,"68-18 Main Street, Flushing",40.7326732,-73.82539129999999,4.3,878,
Key Food Marketplace,"155-15 Aguilar Avenue, Flushing",40.7285856,-73.81293780000001,4.0,1162,
Ideal Food Basket,"148-40 Hillside Avenue, Jamaica",40.70623399999999,-73.80747660000002,4.1,395,
Vitelio's Marketplace,"11615 Metropolitan Avenue, Jamaica",40.7074433,-73.8354877,3.8,322,
Foodtown of Rego Park,"97-36 63rd Road, Rego Park",40.7313889,-73.8594444,3.9,572,
Bravo Supermarkets,"109-08 Jamaica Avenue, Richmond Hill",40.6958337,-73.8383916,3.5,168,
Key Food Supermarkets,"116-34 Queens Boulevard, Forest Hills",40.7152028,-73.8329444,3.9,500,92.0
Cipollina Gourmet Italian Market,"116-09 Queens Boulevard, Forest Hills",40.7161684,-73.8330756,4.5,400,
Foodtown of Forest Hills,"110-44 Queens Boulevard, Forest Hills",40.719216,-73.839685,4.2,790,
Key Food Supermarkets,"108-27 Queens Boulevard, Forest Hills",40.7213225,-73.8427793,3.7,513,44.0
FOOD BAZAAR,"58-01 Junction Boulevard, Elmhurst",40.735691,-73.86504649999999,4.2,1443,
Key Food Supermarkets,"105-35 64th Road, Forest Hills",40.73241549999999,-73.85026719999999,3.9,541,127.0
Key Food Supermarket,"148-35 Jamaica Avenue, Jamaica",40.70199760000001,-73.8057242,4.0,987,
Shop Fair of Jamaica,"153-30 89th Avenue, Jamaica",40.7052503,-73.802764,3.9,162,
Wasserman Supermarket,"72-51 Main Street, Flushing",40.72511,-73.82070399999999,4.4,341,
Ferreira Foodtown of Parsons Blvd. - Supermarket,"84-05 Parsons Boulevard, Jamaica",40.71403599999999,-73.806995,4.0,988,
Great Wall Supermarket,"59-16 99th Street, Corona",40.7366832,-73.8593831,4.2,1200,
Ideal Food Basket,"8930 Sutphin Boulevard, Jamaica",40.7029676,-73.8087302,4.3,1017,
FOOD BAZAAR,"97-27 57th Avenue, Corona",40.7378299,-73.8627224,4.4,2536,
Ideal Food Basket,"108-02 Otis Avenue, Corona",40.7411305,-73.8536086,4.1,318,
Vitelio's Marketplace,"7176 Yellowstone Boulevard, Forest Hills",40.72091380000001,-73.85561560000001,4.1,541,
Trade Fair Supermarket,"130-10 Metropolitan Avenue, Richmond Hill",40.70324129999999,-73.82163249999999,4.0,1851,
Queens Health Emporium,"15901 Horace Harding Expressway, Fresh Meadows",40.738984,-73.80910709999999,4.4,523,
Fine Fare Supermarkets,108-30 Merrick Boulevard,40.6972309,-73.7858815,3.9,508,
Ideal Food Basket,"175-35 Hillside Avenue, Jamaica",40.7120738,-73.7868672,4.3,1247,
Bismillah Supermarket,"181-06 Hillside Avenue, Jamaica",40.7129744,-73.78140309999999,3.9,496,
Chang Xin Foods Market,"16721 Union Turnpike, Flushing",40.7230327,-73.8004139,3.8,272,
Associated Fresh Marketplace,"70-63 Parsons Boulevard, Flushing",40.73066850000001,-73.8103271,3.6,335,
Fresh Meadows Natural,"6974 188th Street, Fresh Meadows",40.7332992,-73.78373119999999,4.1,332,
IOG Supermarket,"19525 69th Avenue, Fresh Meadows",40.7375371,-73.7778806,3.8,1041,
bp,"212-01 Hillside Avenue, Jamaica",40.725003,-73.7540987,3.9,30,
Key Food Supermarkets,"87-25 Lefferts Boulevard, Richmond Hill",40.6991081,-73.8302307,3.9,1144,74.0
Key Food Supermarket,"171-11 Linden Boulevard, Jamaica",40.6919609,-73.778628,3.9,75,
bp,"117 Springfield Boulevard, Cambria Heights",40.69593029999999,-73.7434588,3.3,11,
Foodtown of Hollis,"202-15 Hillside Avenue, Hollis",40.7206862,-73.76164159999999,4.0,1763,
bp,"119-01 Atlantic Avenue, Richmond Hill",40.69438299999999,-73.82796600000002,2.7,18,
CTown Supermarkets,"110-14 Farmers Boulevard, St. Albans",40.7027945,-73.7669841,3.8,450,
Premium Supermarket - Jamaica,"168-07 Hillside Avenue, Jamaica",40.7103,-73.7945333,3.8,941,
CTown Supermarkets,"81-29 Lefferts Boulevard, Kew Gardens",40.7086042,-73.8302983,3.8,225,
CTown Supermarkets,"169-15 Hillside Avenue, Jamaica",40.711163,-73.7926114,4.0,837,
Key Food Supermarkets,"183-14 Hillside Avenue, Jamaica",40.713833,-73.77821089999999,4.1,848,16.0
Key Food Supermarkets,"79-15 Main Street, Flushing",40.7184986,-73.8167823,4.0,1102,-42.0
Key Food Supermarkets,"220-46 Hillside Avenue, Queens Village",40.7309718,-73.7421659,3.8,725,105.0
Western Beef Supermarket,"1717 Old, Dutch Broadway, Elmont",40.6878184,-73.7055797,4.0,681,
Key Food,"213-22 Jamaica Avenue, Queens Village",40.7160793,-73.7437896,4.0,826,
Foodtown of Bellerose,"250-04 Jericho Turnpike, Bellerose",40.7262596,-73.7156011,4.0,504,
Patel Brothers,"251-08 Hillside Avenue, Queens",40.7355077,-73.7162418,4.2,1599,
FARMBRIA by FOOD BAZAAR,"217-20 Linden Boulevard, Cambria Heights",40.6954177,-73.74198109999999,4.1,2900,
CTown Supermarkets,"167 Tulip Avenue, Floral Park",40.72422549999999,-73.7025939,4.3,173,
CTown Supermarkets,"29 Village Avenue, Elmont",40.6956125,-73.7151186,4.0,463,
Food Universe Marketplace,"222-51 Jamaica Avenue, Queens Village",40.72166219999999,-73.7313842,4.0,890,
Key Food Supermarkets,"214-14 73rd Avenue, Oakland Gardens",40.74024399999999,-73.7595992,3.8,484,81.0
CTown Supermarkets,"195-09 Jamaica Avenue, Jamaica",40.7134638,-73.76567279999999,3.4,311,
Compare Foods of Hollis,"206-16 Hollis Avenue, Queens Village",40.707223,-73.75049729999999,3.9,174,
Fine Fare Supermarkets,"199-11 Hollis Avenue, St. Albans",40.7063889,-73.75805559999999,3.8,406,
John's Farm Market,"112-55 Farmers Boulevard, St. Albans",40.6995633,-73.76298059999999,4.3,469,
CTown Fresh Supermarket,"218-51 Hempstead Avenue, Queens Village",40.71363059999999,-73.73636619999999,3.9,229,
Jamaica Food Corporation,"19034 Jamaica Avenue, Hollis",40.7123463,-73.768625,3.6,14,
Food Farm,"89-61 Francis Lewis Boulevard, Jamaica",40.71846600000001,-73.757103,3.7,23,
bp,"196-29 Hillside Avenue, Hollis",40.7182424,-73.7660697,3.5,91,
Khaamar Baari,"183-17 Hillside Avenue, Jamaica",40.714192,-73.778249,4.3,58,
Parasram's WI Market,"17707 Jamaica Avenue, Jamaica",40.7081037,-73.7835216,4.0,99,
Walker Supermarket,"17707 Jamaica Avenue, Jamaica",40.7081919,-73.7835769,2.7,83,
Al - Fattah Food Bazar,"18002 Hillside Avenue, Jamaica",40.7129075,-73.7821919,5.0,1,
John's Farm Market,"216-20 Hillside Avenue, Queens Village",40.7277415,-73.7475702,4.2,1241,
