Name,Address,Latitude,Longitude,Rating,User Ratings Total
Best Buy,"369 Gateway Drive, Brooklyn",40.6515516,-73.8726303,4.2,5438
Patrick Nash Design,"373 Van Sinderen Avenue, Brooklyn",40.6677426,-73.9013061,4.9,12
Modell's Sporting Goods,"1000 Granville Payne Avenue, Brooklyn",40.65520069999999,-73.8884371,4.1,683
bp,"1610 Bushwick Avenue, Brooklyn",40.6806741,-73.9032002,3,33
Old Navy,"381 Gateway Drive Space D - 1, Brooklyn",40.651818,-73.87206599999999,4.2,1425
The Home Depot,"579 Gateway Drive, Brooklyn",40.65340379999999,-73.8682063,4,4165
Kingsboro Psychiatric Center,"685 Clarkson Avenue, Brooklyn",40.65700270000001,-73.9382243,2.8,21
Brooklyn Plantology by Lapide,"26 South Market Street, Brooklyn",40.6440951,-73.9149478,4.5,260
Marshalls,"351 Gateway Drive, Brooklyn",40.651325,-73.8731,4.1,1910
Hospital Florist-Plant Shop,"450 Clarkson Avenue, Brooklyn",40.6548033,-73.944383,5,1
PetSmart,"8725 Avenue D, Brooklyn",40.6446467,-73.9138912,4.3,1469
Heights deli and corp,"504 Pennsylvania Avenue, Brooklyn",40.664964,-73.894409,2.7,7
New Lots Furniture,"460 New Lots Avenue, Brooklyn",40.66257959999999,-73.8906586,4.4,411
GameStop,"1622 Pitkin Avenue, Brooklyn",40.669124,-73.9133439,4,574
City Fresh Market,"655 Stanley Avenue, Brooklyn",40.659381,-73.884292,4.1,355
Baskin-Robbins,"610 Utica Avenue, Brooklyn",40.6585492,-73.93156809999999,3,41
Golden Farms Supermarket,"416 Crescent Street, Brooklyn",40.6783718,-73.8710342,4.1,669
S&P Hook Up Inc,"1891 Fulton Street, Brooklyn",40.6790288,-73.92091289999999,N/A,0
L & M Foreign Cars,"1331 Utica Avenue, Brooklyn",40.64006479999999,-73.9287588,4.7,339
Lee's Sneakers,"947 Granville Payne Avenue, Brooklyn",40.6550747,-73.88748989999999,4.4,171
Premier Ford Brooklyn,"5001 Glenwood Road, Brooklyn",40.6354041,-73.9280002,4.1,991
Brookdale Rx,"1275 Linden Boulevard, Brooklyn",40.6546122,-73.912319,3.8,5
Baskin-Robbins,"241-A Rockaway Parkway, Brooklyn",40.661517,-73.9201691,3.5,27
Glenwood Mason Supply,"4100 Glenwood Road, Brooklyn",40.6345584,-73.9368673,4.6,324
Walgreens,"5001 Church Avenue, Brooklyn",40.6519393,-73.9301179,2.4,112
AutoZone Auto Parts,"575 Utica Avenue, Brooklyn",40.6594895,-73.9308389,3.6,1261
D & A Guaranteed Auto Sales,"2417 Linden Boulevard, Brooklyn",40.6658487,-73.8749161,3.2,126
Allegiance Trucks,"9505 Avenue D, Brooklyn",40.6492599,-73.9090341,3.6,72
Famous Footwear,"389 Gateway Drive, Brooklyn",40.6518813,-73.87190240000001,4.2,516
Pathmark,"1525 Albany Avenue, Brooklyn",40.6355027,-73.9368326,4.3,598
Mavis Discount Tire,"611 Utica Avenue, Brooklyn",40.6584836,-73.9306871,4.6,1748
TBG Uniforms Store,"5606 Church Avenue, Brooklyn",40.65234290000001,-73.9243127,4.5,218
Pro Line Archery Lanes,"95-11 101st Avenue, Ozone Park",40.68463949999999,-73.8455246,4.8,214
bp,"130-11 North Conduit Avenue, South Ozone Park",40.667275,-73.809823,3.5,94
Marshalls,"9210 Rockaway Boulevard, Ozone Park",40.680415,-73.846622,4.1,2391
The Home Depot,"11220 Rockaway Boulevard, South Ozone Park",40.6764069,-73.8268837,4,2979
Nissan of Queens,"93-25 Rockaway Boulevard, Ozone Park",40.6811733,-73.8457349,4.3,2075
Starbucks,"157-41 Cross Bay Boulevard, Howard Beach",40.6614687,-73.84011439999999,4.2,1900
Petco,"157-20 Cross Bay Boulevard, Howard Beach",40.6617894,-73.8409637,4.3,1362
Foot Locker,"1166-1168 Liberty Avenue, Brooklyn",40.6788862,-73.8665401,3.7,298
Stop & Shop,"92-10 Atlantic Avenue, Ozone Park",40.6874864,-73.8501352,4.3,1992
Al-Haqq Pharmacy,"7507 101st Avenue, Ozone Park",40.6798511,-73.8620081,3.8,68
HearUSA,"160-08 Cross Bay Boulevard, Howard Beach",40.6571055,-73.83982030000001,4.7,78
Crossbay Motorsports,"164-01 Cross Bay Boulevard, Howard Beach",40.6506406,-73.83735759999999,4.4,785
Mattress Firm Crossbay Blvd,"137-20 Cross Bay Boulevard, Ozone Park",40.671606,-73.8435227,4.8,633
Natural Body Inc.,"135-26 Cross Bay Boulevard, Ozone Park",40.67287759999999,-73.84371879999999,4.6,170
Staples,"409 Gateway Drive, Brooklyn",40.6518614,-73.8714803,3.6,345
Walgreens Pharmacy,"9602 Rockaway Boulevard, Ozone Park",40.6801415,-73.8422176,2.7,106
T-Mobile,"1163 Liberty Avenue, Brooklyn",40.67896899999999,-73.86652800000002,3.7,204
Whitey's Tire Service,"3395 Atlantic Avenue, Brooklyn",40.68187499999999,-73.871135,4.5,882
Optical Illusions,"160-55 Cross Bay Boulevard, Howard Beach",40.6559896,-73.83877869999999,4.9,63
Auction Outlet,"9504 Liberty Avenue, Jamaica",40.680326,-73.84367379999999,4,85
Apna Bazar,"113-18 Liberty Avenue, South Richmond Hill",40.6854642,-73.8287983,4,2222
GameStop,"9110 Atlantic Avenue, Ozone Park",40.68676490000001,-73.85058289999999,4.1,439
24 Dairy Mill,"13720 Cross Bay Boulevard # 5, Ozone Park",40.6714996,-73.84334489999999,4.2,344
CVS,"97-01 Liberty Avenue, Ozone Park",40.6814267,-73.8418573,2.9,233
Reiss Wholesale Hardware Co,"975 Georgia Avenue, Brooklyn",40.65318669999999,-73.8883132,4.2,47
CubeSmart Self Storage of Brooklyn,"486 Stanley Avenue, Brooklyn",40.6559748,-73.8904846,4.7,414
CVS Pharmacy,"519 Gateway Drive, Brooklyn",40.6529944,-73.870071,3.5,48
Community Healthcare Network – East New York / Dr. Betty Shabazz,"999 Blake Avenue, Brooklyn",40.6699553,-73.8814567,3.3,33
BJ's Optical,"339 Gateway Drive, Brooklyn",40.650938,-73.8739817,4.8,18
Relco Transmission Parts Inc,"806 Alabama Avenue, Brooklyn",40.65668609999999,-73.89193999999999,4,27
Starrett City Pharmacy,"1110 Granville Payne Avenue, Brooklyn",40.65342529999999,-73.88745209999999,4.5,12
TOV Cases & Lighting Corporation.,"901 Essex Street, Brooklyn",40.6620934,-73.8754421,N/A,0
Adorable Pillows,"902 Essex Street, Brooklyn",40.6618113,-73.8761348,4.1,32
City Fresh Supermarket.,"1380 Pennsylvania Avenue, Brooklyn",40.6467159,-73.88380409999999,3.9,480
Dixie USA EMS Supply Co.,"10101 Foster Avenue #1, Brooklyn",40.65026640000001,-73.902911,2.6,5
Nelly's Cake & Party Supply,"597 New Lots Avenue, Brooklyn",40.6647709,-73.88696759999999,4,71
Penn Car Wash and Lube,"1130 Granville Payne Avenue, Brooklyn",40.6528275,-73.8873077,3.9,18
Farm Country of East New York,"2205 Linden Boulevard, Brooklyn",40.6630834,-73.8813718,4.1,1744
Beaver Tattoo,"105-10 Cross Bay Boulevard, Ozone Park",40.67991,-73.844915,4.7,152
Empire Salon Furniture & Beauty Equipment,"733 Livonia Avenue, Brooklyn",40.665589,-73.89000639999999,3.9,9
Worksman Cycles-800BUYCART,"84-06 102nd Road, Ozone Park",40.68028099999999,-73.8544435,3.7,30
Carvel,"163-10 Cross Bay Boulevard, Howard Beach",40.6519713,-73.8384195,3.9,121
Howard Beach Bagel Cafe,"162-54 Cross Bay Boulevard, Howard Beach",40.6525735,-73.83857119999999,4.1,640
Starbucks,51 W. Courtyard,40.6474786,-73.7909013,2.5,117
Euro Café,"Terminal 8, Jamaica",40.646923,-73.7902881,3.8,96
Auntie Anne's,"Terminal 8, Jamaica",40.6499222,-73.793289,4.3,67
FedEx Ship Center,"6 North Boundary Road, Jamaica",40.66072889999999,-73.78257889999999,2.8,1218
T-shirt Egypt,"147-29 182nd Street, Springfield Gardens",40.6589119,-73.7655286,3,2
The Home Depot,"13220 Merrick Boulevard, Rochdale Village",40.6769951,-73.75753069999999,3.9,2281
Baskin-Robbins,"11420 Sutphin Boulevard, South Jamaica",40.6856977,-73.7936869,2.7,26
"Gabrielli Truck Sales, Queens","153-20 South Conduit Avenue, Rochdale Village",40.6657389,-73.7863777,4.2,234
Compak New York Corporation,"147-27 175th Street # 1B, Rochdale Village",40.660353,-73.77053819999999,N/A,0
Ellis Ophthalmic Technologies,"14739 175th Street #128, Jamaica",40.6599102,-73.7705209,5,1
iS Duty Free Beauty,"1 Central Terminal Area, Jamaica",40.6426036,-73.78996149999999,2.6,41
AutoZone Auto Parts,"13515 Rockaway Boulevard, South Ozone Park",40.67486830000001,-73.8026292,4.4,1447
Malca Amit New York Inc,"15366 Rockaway Boulevard # 2, Jamaica",40.66882589999999,-73.782513,N/A,0
Trendz and Tresses,"135-31 Springfield Boulevard, Springfield Gardens",40.6779847,-73.7544922,5,25
Tranship Discount Ltd,"15701 Rockaway Boulevard, Jamaica",40.666375,-73.779173,3.3,8
Cosmos Fence Inc.,"14002 Rockaway Boulevard, Jamaica",40.6740982,-73.80035939999999,3.5,16
Woodbury Automotive,"15375 Rockaway Boulevard, Jamaica",40.66895059999999,-73.7815741,5,1
JFK Office Supermarket Inc,"15810 Rockaway Boulevard, Jamaica",40.66520999999999,-73.7788679,4.3,6
Spencer's Auto Sales Inc,"15044 124th Street, Jamaica",40.6640003,-73.8170001,N/A,0
Occasion Favorz LLC,"120-77 132nd Street, South Ozone Park",40.672532,-73.8061338,N/A,0
Walgreens,"11902 Rockaway Boulevard, South Ozone Park",40.6754998,-73.819035,2.5,211
Ozone Park Lumber,"123-24 Rockaway Boulevard Suite A, South Ozone Park",40.6752283,-73.81429059999999,4,9
Junior's Food Outlet,"145-35 Rockaway Boulevard, South Ozone Park",40.67381739999999,-73.79228599999999,4,583
X-P Shipping,"15506 South Conduit Avenue #2, Jamaica",40.66626679999999,-73.7814245,N/A,0
Unico Spring Co,"113-04 Rockaway Boulevard, South Ozone Park",40.67691370000001,-73.8255028,4.6,82
Kid City,"122-12 Liberty Avenue, South Richmond Hill",40.6872956,-73.82110109999999,3.7,211
Sal's Food Market,"102-10 159th Road, Howard Beach",40.65968900000001,-73.83088939999999,4.4,58
Extreme Auto Accessories,"12019 Rockaway Boulevard, Jamaica",40.6760657,-73.8173005,2.3,3
Baskin-Robbins,"13320 Rockaway Boulevard, South Ozone Park",40.67441790000001,-73.80467399999999,3.7,123
Supreme Aviation Services Inc,"14904 Guy R Brewer Boulevard #1, Jamaica",40.6580311,-73.7679119,N/A,0
InMotion,"Terminal 8 Concourse B, Across from Gates B8 & B10, 219th Street",40.6476882,-73.7919725,2.3,7
Starbucks,"Perimeter Road JFK Airport, Jamaica",40.6507567,-73.7913428,3.8,549
Dunkin',"John F. Kennedy International Airport, Terminal 8, Jamaica",40.6474526,-73.7906235,3.6,266
Dior,Jamaica,40.6469431,-73.7907786,3.7,10
Salvatore Ferragamo,"John F. Kennedy International Airport, Terminal 8, Jamaica",40.6474192,-73.7904958,4.7,3
McDonald's,"Jfk Airport - Jfk, Terminal 1, Terminal Drive, Jamaica",40.6430002,-73.790887,2.9,139
Baskin-Robbins,"John F. Kennedy International Airport, 500 Terminal Drive, Jamaica",40.6430002,-73.790887,3,5
Dunkin',"John F. Kennedy International Airport, Terminal 1, Terminal Drive, Queens",40.6430002,-73.790887,2.8,175
Salvatore Ferragamo,"Terminal 1, 1 JFK Expressway, Jamaica",40.6423553,-73.79170189999999,3.3,4
Starbucks,"HMS Host - Terminal one JFK Airport Buil, Central Terminal Area, Jamaica",40.6428867,-73.79081149999999,2.3,243
3FLOZ Kiosk,"across Gate 2, Terminal 7, JFK Access Road, Jamaica",40.6433507,-73.7889689,5,1
Walmart Supercenter,"77 Green Acres Road South, Valley Stream",40.6615739,-73.7268041,3.9,22057
Green Acres,"2034 Green Acres Road East, Valley Stream",40.6627359,-73.7216384,4.2,33420
Target,"500 Sunrise Highway, Valley Stream",40.6645869,-73.72075459999999,4,1254
Auntie Anne's,"2034 Green Acres Mall, 1129, Space K01, Valley Stream",40.6622964,-73.7194925,4,18
AT&T Store,"1096 Green Acres Road South Suite 120, Valley Stream",40.661925,-73.7178229,4,128
Best Buy,"6 West Cir, Valley Stream",40.664,-73.72414599999999,4,5472
ALDO,"2034 Green Acres Road West #106, Valley Stream",40.6622743,-73.71910439999999,4.2,214
Walmart Pharmacy,"77 Green Acres Road South, Valley Stream",40.6611105,-73.7266392,3.9,67
Advantage Toyota of Valley Stream,"400 Sunrise Highway, Valley Stream",40.6635017,-73.7160334,3.9,2522
Charlotte Russe,"1004 Green Acres Road South, Valley Stream",40.662879,-73.71941799999999,4,183
Walmart Photo Center,"77 Green Acres Road South, Valley Stream",40.6611105,-73.7266392,4,39
Forever 21,"2034 Green Acres Mall, 108 Sunrise Highway, Valley Stream",40.6620838,-73.71946729999999,4.1,442
Karaban Edward S,"500 Sunrise Highway, Valley Stream",40.6646291,-73.7206669,3,1
GNC,"1134 Green Acres Road South, Valley Stream",40.663265,-73.71915,4.2,45
BJ's Wholesale Club,"125 Green Acres Road South, Valley Stream",40.6609038,-73.7223408,3.5,695
Trader Joe's,"1280 West Broadway, Hewlett",40.6393609,-73.70171719999999,4.5,3021
Perfumania,"1102 Green Acres Mall Road #102B, Valley Stream",40.66245909999999,-73.7192917,4.4,93
Lane Bryant,"1092 Green Acres Mall, Valley Stream",40.6620861,-73.7179171,4.4,151
The Home Depot,"101 Green Acres Road South, Valley Stream",40.6598107,-73.72475399999999,3.9,2792
Raphael,"1093 Green Acres Road West, Valley Stream",40.66162549999999,-73.71796719999999,4.2,66
City Streets,"2034 Sunrise Highway, Valley Stream",40.66279919999999,-73.7185279,4.1,18
Weisman Home Outlets - Kitchen & Bathroom Cabinets,"218-01 Merrick Boulevard, Springfield Gardens",40.679734,-73.750371,4.1,223
Mazda of Valley Stream,"676 West Merrick Road, Valley Stream",40.67118440000001,-73.7211669,4.4,944
Sunglass Hut,"1055 Green Acres Mall, Valley Stream",40.6619962,-73.7190445,4.3,40
Journeys,"2034 Green Acres Mall, 1057, Valley Stream",40.6620838,-73.71946729999999,4.3,54
South Shore Hyundai,"360 Sunrise Highway, Valley Stream",40.662882,-73.71430959999999,3.8,1439
Honda Of Valley Stream,"164 Sunrise Highway, Valley Stream",40.6577573,-73.692874,4.1,986
Lids,"2052 Green Acres Mall SP2224B, Valley Stream",40.66319790000001,-73.71876619999999,3.8,89
McDonald's,"244-10 Merrick Boulevard, Rosedale",40.6739334,-73.7289972,3.8,1983
Bical Chevrolet,"709 West Merrick Road, Valley Stream",40.6723459,-73.7220686,4.1,1208
American Eagle & Aerie,"1045 Green Acres Mall, Valley Stream",40.662099,-73.71997,4.3,199
Amazing Value Restaurant Equipment,"241-02 South Conduit Avenue, Rosedale",40.6651153,-73.73745389999999,3,8
HomeGoods,"750 Sunrise Highway, Valley Stream",40.664125,-73.7269893,4.2,617
Dunkin',"31 Franklin Avenue, Hewlett",40.637221,-73.703873,4.1,273
Route 22 Honda,"75 U.S. 22, Hillside",40.6973447,-74.2198938,4.7,6670
University Hospital,"150 Bergen Street, Newark",40.740324,-74.1893163,2.2,1033
Empire Nissan of Hillside,"56 U.S. 22, Hillside",40.6967592,-74.2206439,4.4,2838
Route 22 Toyota,"109 U.S. 22, Hillside",40.697499,-74.22187600000001,4,2189
AT&T Store,"160 Market Street, Newark",40.7356009,-74.1728676,4.3,246
Euro Cafe,Newark,40.6956599,-74.17768989999999,4.7,3
Public Storage,"625 Glenwood Avenue, Hillside",40.7036939,-74.2438346,4.7,675
Hudson News,"1 Newark International Airport Street, Newark",40.69038,-74.1775875,3.2,6
Lowe's Home Improvement,"1721 Morris Avenue, Union",40.6945297,-74.2550476,3.8,2779
Gateway Pharmacy,"1 Gateway Center C125, Newark",40.7344571,-74.1657213,5,76
All Sports Apparel,"1 Gateway Center, Newark",40.7344571,-74.1657213,5,3
Creative Kidstuff,"1 Newark International Airport Street, Newark",40.6904717,-74.1764875,3,1
Dunkin',"3 Penn Plz E, Newark",40.7336241,-74.16136689999999,4.3,16
FlynnO'Hara Uniforms,"196-198 Ferry Street, Newark",40.7285574,-74.156245,3.9,548
Gottscho Printing Systems,"835 Lehigh Avenue, Union",40.6813932,-74.24419879999999,N/A,0
Dunkin',"Terminal C, Newark Int'L Airport Newark Airport, By Gate 110, Newark",40.69761949999999,-74.1752022,3.8,657
Hobby's Delicatessen & Restaurant,"32 Branford Place #2723, Newark",40.7350994,-74.1744305,4.5,1044
CVS,"1105A Morris Avenue, Union",40.6830793,-74.23390479999999,3.3,80
CVS,"275 Chestnut Street, Newark",40.7225812,-74.1652897,3.1,114
McDonald's,"101-115 Clinton Avenue, Newark",40.72557879999999,-74.1823495,3.7,1609
ACE TRUCK SALES,"162 U.S. 9, Newark",40.69075309999999,-74.1920808,2.8,8
Walgreens,"361 Bergen Street, Newark",40.73166649999999,-74.1963449,3.1,211
Redbox,"600 Newark Avenue, Elizabeth",40.6772877,-74.21262159999999,3,3
E Mecca Auto Sales,"357 Elizabeth Avenue, Newark",40.7113685,-74.1957855,4.2,60
Walgreens,"140-42 Ferry Street, Newark",40.72978260000001,-74.1592421,3.3,38
Manhattan Drug Co,"225 Long Avenue, Hillside",40.6983334,-74.2285588,4.3,10
Seabra's Market,"260 Lafayette Street, Newark",40.7279518,-74.16104419999999,4.2,2088
Advance Auto Parts,"619 Newark Avenue, Elizabeth",40.6775665,-74.2109299,4.1,497
T-Mobile,"787 Broad Street, Newark",40.73575599999999,-74.1722657,3.7,154
South Street Auto Salvage,"320 South Street, Newark",40.72003340000001,-74.1648344,1.9,44
T-Mobile Authorized Retailer,"1112 Liberty Avenue, Hillside",40.6922332,-74.2370612,3.2,82
IHT Health Products Inc,"225 Long Avenue #15, Hillside",40.6974838,-74.2287309,N/A,0
Extra Supermarket,"125 Avon Avenue, Newark",40.7254234,-74.19367340000001,4,1703
Advance Auto Parts,"158 Clinton Avenue Ste 160, Newark",40.7235575,-74.1843028,4.1,421
Route 22 Honda Service & Honda Parts,"1480 North Broad Street, Hillside",40.6995094,-74.2155543,4.2,2208
CVS,"265 Long Avenue, Hillside",40.69878,-74.2310469,3.2,129
Family Dollar,"1120 Springfield Avenue, Irvington",40.7256965,-74.2346793,3.4,40
McDonald's,"395 Long Avenue, Hillside",40.6989848,-74.2361762,3.9,2062
UCNJ - Elizabeth Campus Bookstore,"Kellogg Building, 40 West Jersey Street, Elizabeth",40.6646917,-74.21762,4.1,14
Brothers Furniture Warehouse,"357 Long Avenue, Hillside",40.6990767,-74.2342123,4,200
Foot Locker,"1033 Springfield Avenue, Irvington",40.72595279999999,-74.2305341,4.2,185
GameStop,"1114 Liberty Court, Hillside",40.6923283,-74.2372018,4.2,266
McDonald's,"872-934 Frelinghuysen Avenue, Newark",40.690105,-74.202313,3.7,1680
Advance Auto Parts,"758 Lyons Avenue, Irvington",40.7218557,-74.2343415,4,353
McDonald's,"561 McCarter Highway, Newark",40.7266713,-74.17325819999999,3.7,2923
NJIT Bookstore,"120 Summit Street, Newark",40.7412053,-74.178097,4.2,140
Shoenet.Com,"150 Avenue L, Newark",40.7217727,-74.1436485,4.6,11
Metro Honda,"540 New Jersey 440 North, Jersey City",40.7148795,-74.09560979999999,4.3,7960
The Home Depot,"440 New Jersey 440, Jersey City",40.7105868,-74.09684779999999,4,1735
Wise Vision,"295 Ferry Street, Newark",40.7271699,-74.14887949999999,4.1,87
Baskin-Robbins,"596 Market Street, Newark",40.7308271,-74.1521506,3.6,42
Hudson Toyota,"599 New Jersey 440, Jersey City",40.71772720000001,-74.09588939999999,4.4,4366
Continental Trading & Hardware,"400 Delancy Street, Newark",40.7163781,-74.1485855,4.3,381
Shifman Mattress Company,"1 Mott Street, Newark",40.7325139,-74.1485725,4,41
Budget Self Storage - Self Storage Newark NJ,"414 Raymond Boulevard, Newark",40.73375009999999,-74.1375704,3.7,62
Walgreens,"1561 John F. Kennedy Boulevard, Jersey City",40.69568930000001,-74.0996672,3.3,80
Hudson Nissan,"585 New Jersey 440, Jersey City",40.7168595,-74.0962371,4.5,2162
McDonald's,"772 Broad Street, Newark",40.735973,-74.17163099999999,3.7,1680
got shoes?,"172 Ferry Street, Newark",40.7289781,-74.15754369999999,4,61
Foot Locker,"701 New Jersey 440 APT 25, Jersey City",40.72115589999999,-74.0959826,3.9,187
Lowe's Home Improvement,"727 New Jersey 440, Jersey City",40.72328359999999,-74.0945414,3.9,1731
P.C. Richard & Son,"727 New Jersey 440, Jersey City",40.7221998,-74.0947621,4.8,2789
Party City,"733 New Jersey 440, Jersey City",40.7228193,-74.0929878,4,784
NJ State Auto Used Cars Jersey City,"406 Sip Avenue, Jersey City",40.734799,-74.07975239999999,4.5,1990
Pep Boys,"701 New Jersey 440, Jersey City",40.71937,-74.094584,3.7,980
Steven's Jersey City Ford,"740 New Jersey 440, Jersey City",40.721249,-74.0918921,3.8,1982
Old Navy,"701 New Jersey 440, Jersey City",40.7215081,-74.0950743,3.9,859
Mattress Firm Jersey City,"701 New Jersey 440, Jersey City",40.7217611,-74.093256,4.7,518
Hudson Hyundai,"977 Communipaw Avenue, Jersey City",40.7234431,-74.0887137,4.7,6233
Marshalls & HomeGoods,"701 New Jersey 440, Jersey City",40.7200665,-74.0962384,4.4,1543
The UPS Store,"910 Bergen Avenue, Jersey City",40.7300462,-74.06501670000002,4.5,579
Hudson Subaru,"943 Communipaw Avenue, Jersey City",40.72301899999999,-74.0877251,4.8,2246
Walgreens,"2395 John F. Kennedy Boulevard, Jersey City",40.7199754,-74.07852609999999,2.3,274
ThreadLab,"2815 John F. Kennedy Boulevard floor 2, Jersey City",40.732166,-74.06700599999999,4.5,15
Hudson Pre-Owned,"625 New Jersey 440, Jersey City",40.71816919999999,-74.0952506,4.2,1412
Dairy Queen (Treat Only),"513 West Side Avenue, Jersey City",40.7185514,-74.0837135,4.5,491
AutoZone Auto Parts,"629 Communipaw Avenue, Jersey City",40.7178388,-74.0745657,4,894
Big Lots,"701 New Jersey 440 Suite 46, Jersey City",40.7196845,-74.096341,4.3,935
Hudson Auto Plaza Service Center,"150 Pacific Avenue, Jersey City",40.7071037,-74.0676422,4,328
Raymour & Flanigan Furniture and Mattress Store,"440 New Jersey 440, Jersey City",40.7113171,-74.0960238,4.5,1107
Patel Brothers,"780-782 Newark Avenue, Jersey City",40.735664,-74.06412,4,3251
99¢ Plus Convenience,"502 West Side Avenue, Jersey City",40.717965,-74.083742,N/A,0
Universal Chemicals Inc,"100 Hackensack Avenue, Kearny",40.734462,-74.09873,3.5,4
Axis Chevrolet,"682 Garfield Avenue, Jersey City",40.70307589999999,-74.07588559999999,4.2,1414
Caso's Gun-A-Rama,"176 Danforth Avenue #2626, Jersey City",40.69772870000001,-74.0921831,4.8,248
Duane Reade,"1 Path Plaza, Jersey City",40.73202509999999,-74.0632287,2.4,129
Advance Auto Parts,"725 New Jersey 440, Jersey City",40.7226898,-74.0927705,4,169
Midtown Lumber,"37 Fairmount Avenue, Jersey City",40.7177662,-74.0626486,4.8,144
Extra Supermarket,"360 Martin Luther King Drive, Jersey City",40.7103021,-74.0771872,4.1,1909
Liquor City,"321 Rt 440 S Stadium Plaza Shopping Center next to ACME, Jersey City",40.7100848,-74.10208949999999,4.4,185
Imago Beauty Group,"673 Bergen Avenue, Jersey City",40.7233225,-74.07075739999999,5,35
Daisy Deli,"551 Communipaw Avenue, Jersey City",40.7164485,-74.0708339,N/A,0
Wonder Bagels,"433 Sip Avenue, Jersey City",40.73412139999999,-74.0804641,4.3,1030
Feed Your Soul,"78 John Miller Way, Kearny",40.7240548,-74.1094183,4.2,11
Dunkin',"511 West Side Avenue, Jersey City",40.7184123,-74.0839089,4.2,337
Fastenal Fulfillment Center,"9 Basin Drive #140, Kearny",40.7271801,-74.1044944,1,1
T-Mobile,"2836 John F. Kennedy Boulevard, Jersey City",40.73157,-74.06597599999999,3.7,244
Big Bazar Indian supermarket - best Indian grocery store,"831 Newark Avenue, Jersey City",40.735656,-74.066267,4.1,916
Whole Foods Market,"270 Greenwich Street, New York",40.71558769999999,-74.0114521,4.4,3790
AT&T Store,"217 Broadway Suite 101, New York",40.7118018,-74.0085588,4,239
Carlo's Bakery,"95 Washington Street, Hoboken",40.73719639999999,-74.0307786,4.4,8945
T.J. Maxx,"14 Wall Street, New York",40.7076082,-74.0104393,4.2,2625
CVS,"129 Fulton Street, New York",40.7102958,-74.007457,3.4,248
Best Buy,"125 18th Street, Jersey City",40.7318749,-74.0382032,4.2,4786
Bubby's,"120 Hudson Street, New York",40.719819,-74.0083829,4.4,6956
Target,"100 14th Street, Jersey City",40.7326867,-74.0362548,3.9,2099
New York Diamond Center Inc,"65 Broadway, New York",40.70739599999999,-74.012571,4.6,10
GNC,"2 Broadway, New York",40.7045973,-74.0130665,3.3,70
Le Pain Quotidien,"81 West Broadway, New York",40.7150161,-74.0092841,4.2,735
Banter by Piercing Pagoda,"KI02A, 30 Mall Drive West, Jersey City",40.72684059999999,-74.0379931,3.5,70
FedEx Office Print & Ship Center,"30 Montgomery Street Suite 110, Jersey City",40.7167231,-74.03525139999999,2.5,219
"Jacob Nachum, OD, PC","26 Broadway Ste 908, New York",40.7055092,-74.0131178,3,62
PANDORA,"B35D, 30 Mall Drive West, Jersey City",40.7268143,-74.03783179999999,4.2,229
Elite Brand,"40 Wall Street 61st floor, New York",40.7069615,-74.0097684,2,11
LensCrafters,"60 Broad Street, New York",40.7051379,-74.0117233,4.7,676
Voice & Wireless Communication Systems,"Trump Building, New York",40.7069066,-74.0097122,N/A,0
Myoptics,"7 Hanover Square, New York",40.70404600000001,-74.0096618,N/A,0
GURHAN - Designer Jewelry,"160 Franklin Street 1st Floor, New York",40.71945480000001,-74.00819419999999,4.3,11
Red Mango,"111 Fulton Street, New York",40.70997029999999,-74.00671,4,283
Duane Reade,"250 Broadway, New York",40.7128423,-74.0077398,3.8,90
Macy's,"Newport Centre Mall, 20 Mall Drive East, Jersey City",40.72625199999999,-74.037353,4.3,5773
Dominique Ansel Bakery,"189 Spring Street, New York",40.7252509,-74.0028734,4.3,8295
Warby Parker HQ and Showroom,"233 Spring Street 6th Floor E, New York",40.7257355,-74.0048856,4.4,223
Lovely Bride New York,"182 Duane Street, New York",40.717149,-74.010093,4.7,538
Zumiez,"30 Mall Drive West, Jersey City",40.7271219,-74.0375942,4.3,86
LOFT,"2 Broadway, New York",40.70469499999999,-74.0130313,4.3,131
Midtown Comics Downtown,"64 Fulton Street, New York",40.708721,-74.00536090000001,4.7,1384
Patagonia,"72 Greene Street, New York",40.72321880000001,-74.0005998,4.5,795
Monster Island Recording,"42 Broadway # 4, New York",40.70597960000001,-74.01260289999999,N/A,0
Bloomingdale's,"504 Broadway, New York",40.7221565,-73.9992178,4.2,2842
Starbucks,"200 Liberty Street, New York",40.71064059999999,-74.01566919999999,3.9,359
Korin,"57 Warren Street, New York",40.7147296,-74.00943,4.7,307
AT&T Store,"260 Canal Street, New York",40.7185239,-74.0010437,4.3,77
The Home Depot,"180 12th Street, Jersey City",40.730658,-74.0404776,4.2,1973
Garic Inc,"26 Broadway #2310, New York",40.705442,-74.01288799999999,N/A,0
UGG Soho,"79 Mercer Street, New York",40.7228732,-74.0003615,3.7,389
Chambers Street Wines,"79 Chambers Street a, New York",40.7146474,-74.006858,4.7,237
Duane Reade,"95 Wall Street, New York",40.70492539999999,-74.0073757,2.6,54
Make-Up Designory,"65 Broadway #15th, New York",40.7075734,-74.01290469999999,4.3,48
New York City Fire Museum,"278 Spring Street, New York",40.7255556,-74.0069444,4.5,876
Billy's Bakery - Tribeca,"75 Franklin Street, New York",40.7177113,-74.00448329999999,3.8,166
