Name,Address,Latitude,Longitude,Rating,User Ratings Total,Income,Density
bp,"1054 Broadway, Bayonne",40.68399,-74.10128999999999,4.1,70,"$72,727 ",1900.704347826087
FOOD BAZAAR,"480-500 Van Brunt Street, Brooklyn",40.6742174,-74.01702159999999,4.4,3024,"$58,841 ",1818.8760806916423
CTown Supermarkets,"4705 5th Avenue, Brooklyn",40.6465052,-74.0085189,4.0,1079,"$58,841 ",1818.8760806916423
Marketa Los Fernández,"5013 5th Avenue, Brooklyn",40.6447007,-74.0103809,3.8,443,"$58,841 ",1818.8760806916423
City Fresh Market,"5009 6th Avenue, Brooklyn",40.6434531,-74.0081944,4.1,482,"$58,841 ",1818.8760806916423
La Placita de Brooklyn,"4219 8th Avenue, Brooklyn",40.64510999999999,-73.999293,4.3,332,"$57,754 ",2757.665706051873
Associated Supermarkets of Red Hook,"58 Lorraine Street, Brooklyn",40.6742565,-74.0074731,3.9,169,"$58,841 ",1818.8760806916423
CTown Supermarkets,"57 Mill Street, Brooklyn",40.6759883,-74.0044296,3.8,254,"$144,733 ",1508.7752161383285
Pioneer Supermarkets of Sunset Park,"5612 5th Avenue, Brooklyn",40.6415798,-74.0142589,4.1,469,"$58,841 ",1818.8760806916423
La Dominicana,"4523 6th Avenue, Brooklyn",40.6459847,-74.0055412,4.1,21,"$58,841 ",1818.8760806916423
bp,"4001 4th Avenue, Brooklyn",40.65174649999999,-74.0066622,2.9,41,"$58,841 ",1818.8760806916423
Circus Fruits,"5915 Fort Hamilton Parkway, Brooklyn",40.6330605,-74.0052855,4.2,1349,"$57,754 ",2757.665706051873
Key Food Supermarkets,"4320 5th Avenue, Brooklyn",40.648838,-74.0067749,3.9,805,"$58,841 ",1818.8760806916423
Bravo Supermarkets,"4808 4th Avenue, Brooklyn",40.64754869999999,-74.0119917,4.0,398,"$58,841 ",1818.8760806916423
Bravo Fresh Meat Market,"5822 4th Avenue, Brooklyn",40.6417281,-74.0179414,3.5,182,"$58,841 ",1818.8760806916423
Fei Long Market,"4423 8th Avenue, Brooklyn",40.6438638,-74.0005039,3.6,213,"$57,754 ",2757.665706051873
Valdez Supermarket,"5301 4th Avenue, Brooklyn",40.64457180000001,-74.0141759,,0,"$58,841 ",1818.8760806916423
Green Village Supermarket,"5801 4th Avenue, Brooklyn",40.6418044,-74.0171585,4.0,27,"$58,841 ",1818.8760806916423
Food Universe Marketplace,"4118 3rd Avenue, Brooklyn",40.65253089999999,-74.0101646,3.9,102,"$58,841 ",1818.8760806916423
Pal Supermarket,"4421 4th Avenue, Brooklyn",40.6492565,-74.0093323,4.6,54,"$58,841 ",1818.8760806916423
Forum Supermarket,"6501 7th Avenue, Brooklyn",40.63356390000001,-74.0147322,3.6,321,"$73,633 ",1793.8184438040344
King Mei Supermarket,"5101 6th Avenue, Brooklyn",40.64302199999999,-74.00859299999999,4.1,7,"$58,841 ",1818.8760806916423
LANG QI FOODS SUPERMARKET,"710 57th Street, Brooklyn",40.6382617,-74.0097914,3.1,14,"$58,841 ",1818.8760806916423
El Rancho Nuevo Supermarket,"4401 5th Avenue, Brooklyn",40.648212,-74.0066499,4.5,34,"$58,841 ",1818.8760806916423
Japan Village,"934 3rd Avenue, Brooklyn",40.656103,-74.0064373,4.5,4195,"$58,841 ",1818.8760806916423
HL Supermarket,"6722 Fort Hamilton Parkway, Brooklyn",40.6295889,-74.0117346,3.9,1060,"$73,633 ",1793.8184438040344
Shun Fa Seafood Market Inc.,"5724 8th Avenue, Brooklyn",40.6367933,-74.00844219999999,2.9,20,"$58,841 ",1818.8760806916423
Green Product Market,"5706 8th Avenue, Brooklyn",40.6371334,-74.0081732,2.3,3,"$58,841 ",1818.8760806916423
Five United Market,"5704 8th Avenue, Brooklyn",40.6371579,-74.0080747,3.0,9,"$58,841 ",1818.8760806916423
Wing Sing Food Inc,"5615 8th Avenue, Brooklyn",40.6373048,-74.0074042,,0,"$58,841 ",1818.8760806916423
EZ Fresh,"863 65th Street, Brooklyn",40.6318581,-74.0106761,3.5,57,"$57,754 ",2757.665706051873
Trader Joe's,"130 Court Street, Brooklyn",40.6895837,-73.9928699,4.5,5948,"$120,556 ",1435.4034582132565
Brooklyn Fare,"200 Schermerhorn Street, Brooklyn",40.68877820000001,-73.9858627,4.2,923,"$120,556 ",1435.4034582132565
Union Market,"754-756 Union Street, Brooklyn",40.67526300000001,-73.9778591,4.1,237,"$144,733 ",1508.7752161383285
Key Food Urban Marketplace,"130 7th Avenue, Brooklyn",40.6731003,-73.9767893,4.0,583,"$144,733 ",1508.7752161383285
Union Market,"402-404 7th Avenue, Brooklyn",40.66472220000001,-73.98361109999999,4.2,407,"$144,733 ",1508.7752161383285
CTown Supermarkets,"1362 Nostrand Avenue, Brooklyn",40.6534195,-73.9501435,4.1,314,"$73,101 ",1387.8530259365994
Key Food Supermarkets,"1232 Nostrand Avenue, Brooklyn",40.6570087,-73.9504937,3.8,531,"$73,101 ",1387.8530259365994
Western Beef Supermarket,"44 Empire Boulevard, Brooklyn",40.6630554,-73.9597244,3.8,856,"$73,101 ",1387.8530259365994
Windsor Farms Market,"589 Prospect Avenue, Brooklyn",40.6567622,-73.9775432,4.2,515,"$144,733 ",1508.7752161383285
Market Place By Key Food,"615 5th Avenue, Brooklyn",40.6636071,-73.990684,4.3,269,"$144,733 ",1508.7752161383285
Ideal Fresh Market of Church Ave,"1301 Church Avenue, Brooklyn",40.64788789999999,-73.9673763,3.7,265,"$144,733 ",1508.7752161383285
Whole Foods Market,"214 3rd Street, Brooklyn",40.67489279999999,-73.98878789999999,4.4,4286,"$144,733 ",1508.7752161383285
bp,"309 5th Avenue, Brooklyn",40.6729891,-73.9828824,3.2,100,"$144,733 ",1508.7752161383285
Key Food Supermarkets,"786 Flatbush Avenue, Brooklyn",40.6536341,-73.9596795,3.9,455,"$73,101 ",1387.8530259365994
La Venezolana Corporation,"654 Sackett Street, Brooklyn",40.678054,-73.98330399999999,1.7,6,"$144,733 ",1508.7752161383285
Brooklyn's Natural Deli,"2126-2130 Caton Avenue, Brooklyn",40.65269389999999,-73.959694,4.0,206,"$73,101 ",1387.8530259365994
Foodtown of Kensington,"382 McDonald Avenue, Brooklyn",40.6447525,-73.9801559,4.1,1492,"$57,754 ",2757.665706051873
Foodtown of Prospect Heights,"632 Vanderbilt Avenue, Brooklyn",40.677299,-73.969338,4.3,1062,"$144,733 ",1508.7752161383285
bp,"250 Empire Boulevard, Brooklyn",40.6634512,-73.9541715,3.8,209,"$73,101 ",1387.8530259365994
BK Bagel & Deli,"719 Washington Avenue, Brooklyn",40.6753059,-73.9631318,4.6,155,"$144,733 ",1508.7752161383285
Superior Market,"1519 Nostrand Avenue, Brooklyn",40.6490542,-73.9492294,4.0,15,"$60,811 ",2237.0605187319884
Ideal Food Basket,"720 Washington Avenue, Brooklyn",40.676279,-73.963638,3.9,574,"$144,733 ",1508.7752161383285
CTown Supermarkets,"329 9th Street, Brooklyn",40.6690087,-73.9853759,4.1,695,"$144,733 ",1508.7752161383285
Associated Fresh of Park Slope,"216 5th Avenue, Brooklyn",40.6761589,-73.9809598,4.3,305,"$144,733 ",1508.7752161383285
Urban Market by Key Food,"651 Nostrand Avenue, Brooklyn",40.67486679999999,-73.9498687,3.9,699,"$73,101 ",1387.8530259365994
Super Foodtown,"1420 Fulton Street, Brooklyn",40.6797,-73.9444,4.1,3457,"$68,618 ",2204.394812680115
FOOD BAZAAR,"1682 Saint Johns Place, Brooklyn",40.6698188,-73.9215613,4.1,2672,"$38,285 ",1245.936599423631
Fine Fare Supermarket,"381 Mother Gaston Boulevard, Brooklyn",40.6697215,-73.90628699999999,3.8,321,"$38,285 ",1245.936599423631
bp,"720 New York Avenue, Brooklyn",40.6561738,-73.9474987,3.0,37,"$73,101 ",1387.8530259365994
Associated Fresh of East Flatbush,"4121 Church Avenue, Brooklyn",40.6515153,-73.9382948,3.8,170,"$60,811 ",2237.0605187319884
Food Universe Marketplace,"405 Remsen Avenue, Brooklyn",40.6560189,-73.9231688,3.7,125,"$60,811 ",2237.0605187319884
Ideal Food Basket of Crown Heights,"1410 Saint Johns Place, Brooklyn",40.67045389999999,-73.93161169999999,3.9,683,"$73,101 ",1387.8530259365994
Food Universe Marketplace,"1720 Atlantic Avenue, Brooklyn",40.6770276,-73.9338326,4.0,273,"$73,101 ",1387.8530259365994
CTown Supermarkets,"29 Belmont Avenue, Brooklyn",40.6687538,-73.9093188,3.7,211,"$38,285 ",1245.936599423631
Ideal Food Basket of Gates Ave,"631 Gates Avenue, Brooklyn",40.6873757,-73.9414883,4.0,617,"$68,618 ",2204.394812680115
Key Food Supermarkets,"991 Fulton Street, Brooklyn",40.6829149,-73.9633123,3.9,319,"$120,556 ",1435.4034582132565
Halsey Traders Market,"587 Halsey Street, Brooklyn",40.6843076,-73.92901169999999,3.9,362,"$68,618 ",2204.394812680115
America's Food Basket of Atlantic Ave,"2220 Atlantic Avenue, Brooklyn",40.6759927,-73.9122837,4.1,852,"$38,285 ",1245.936599423631
Foodtown of Crown Heights,"905-13 Franklin Avenue, Brooklyn",40.66751799999999,-73.958783,4.1,726,"$73,101 ",1387.8530259365994
bp,"1610 Bushwick Avenue, Brooklyn",40.6806741,-73.9032002,3.0,33,"$38,285 ",1245.936599423631
Golden Farms Supermarket,"416 Crescent Street, Brooklyn",40.6783718,-73.8710342,4.1,669,"$75,207 ",1318.4636614535418
City Fresh Market,"655 Stanley Avenue, Brooklyn",40.659381,-73.884292,4.1,355,"$38,285 ",1245.936599423631
City Fresh Supermarket.,"1380 Pennsylvania Avenue, Brooklyn",40.6467159,-73.88380409999999,3.9,480,"$76,340 ",2788.8040345821323
Farm Country of East New York,"2205 Linden Boulevard, Brooklyn",40.6630834,-73.8813718,4.1,1744,"$38,285 ",1245.936599423631
FOOD BAZAAR,"417 Junius Street, Brooklyn",40.6651322,-73.90162360000001,4.2,5030,"$38,285 ",1245.936599423631
CTown Supermarkets,"2869 Fulton Street, Brooklyn",40.67896619999999,-73.8884446,3.8,413,"$69,726 ",1556.4857405703772
bp,"108-04 Flatlands Avenue, Brooklyn",40.6489684,-73.8920064,3.5,23,"$76,340 ",2788.8040345821323
Cherry Valley Marketplace,"1115 Granville Payne Avenue, Brooklyn",40.65359979999999,-73.88647069999999,3.9,799,"$76,340 ",2788.8040345821323
Fine Fare Supermarkets,"602 Livonia Avenue, Brooklyn",40.6645438,-73.8947503,3.9,290,"$38,285 ",1245.936599423631
ShopRite of Gateway Center,"590 Gateway Drive, Brooklyn",40.6551427,-73.8688014,4.4,5632,"$82,604 ",1125.998160073597
bp,"32 Jamaica Avenue, Brooklyn",40.6772373,-73.8986664,3.3,11,"$38,285 ",1245.936599423631
Bravo Supermarkets,"3008 Fulton Street, Brooklyn",40.6800573,-73.88353579999999,3.9,354,"$69,726 ",1556.4857405703772
Fine Fare Supermarkets,"675 Lincoln Avenue, Brooklyn",40.6731825,-73.86631799999999,4.1,406,"$75,207 ",1318.4636614535418
bp,"586 Conduit Boulevard, Brooklyn",40.676146,-73.867972,4.0,38,"$75,207 ",1318.4636614535418
Key Food Supermarkets,"1533 Broadway, Brooklyn",40.68654950000001,-73.9164174,3.6,372,"$70,582 ",1622.9682997118157
Pioneer Supermarkets of Bushwick,"1657 Broadway, Brooklyn",40.6846684,-73.9132482,3.6,412,"$70,582 ",1622.9682997118157
Golden Farms,"101-16 77th Street, Ozone Park",40.6796684,-73.8610229,4.2,1099,"$75,207 ",1318.4636614535418
Pioneer Supermarkets of Cypress Hills,"3461 Fulton Street, Brooklyn",40.68509600000001,-73.867918,3.9,75,"$75,207 ",1318.4636614535418
Green Acre Farms,"1160 Utica Avenue, Brooklyn",40.6441691,-73.9297612,4.2,353,"$60,811 ",2237.0605187319884
Associated Supermarkets of Bed-Stuy,"1888 Fulton Street, Brooklyn",40.6788333,-73.9238118,3.9,559,"$38,285 ",1245.936599423631
bp,"2111 Atlantic Avenue, Brooklyn",40.6765169,-73.9093212,3.6,11,"$38,285 ",1245.936599423631
Food World Supermarket,"935 East 107th Street, Brooklyn",40.6477716,-73.89238929999999,4.1,741,"$76,340 ",2788.8040345821323
Empire Kosher Supermarket,"529 Empire Boulevard, Brooklyn",40.6643913,-73.94446900000001,4.5,1191,"$73,101 ",1387.8530259365994
Key Food Supermarkets - 9530 Church Avenue,"9530 Church Avenue, Brooklyn",40.6554538,-73.91544019999999,3.9,662,"$38,285 ",1245.936599423631
Ideal Food Basket of East New York,"840 East New York Avenue, Brooklyn",40.662434,-73.9348725,4.1,600,"$73,101 ",1387.8530259365994
The Market Place - Crown Heights,"589 East New York Avenue, Brooklyn",40.6622706,-73.94319209999999,4.5,1355,"$73,101 ",1387.8530259365994
Bravo Supermarkets,"366 New Lots Avenue, Brooklyn",40.6614734,-73.8935894,3.8,471,"$38,285 ",1245.936599423631
Aden Supermarket,"10404 Flatlands Avenue, Brooklyn",40.6470553,-73.8951227,4.3,18,"$76,340 ",2788.8040345821323
CTown Supermarkets,"330 Utica Avenue, Brooklyn",40.6667009,-73.9316075,3.7,429,"$73,101 ",1387.8530259365994
bp,"130-11 North Conduit Avenue, South Ozone Park",40.667275,-73.809823,3.5,94,"$82,604 ",1125.998160073597
Apna Bazar,"113-18 Liberty Avenue, South Richmond Hill",40.6854642,-73.8287983,4.0,2222,"$75,207 ",1318.4636614535418
CTown Supermarkets,"107-66 Cross Bay Boulevard, Ozone Park",40.67710399999999,-73.8441569,4.1,445,"$75,207 ",1318.4636614535418
Key Food Supermarkets,"163-30 Cross Bay Boulevard, Howard Beach",40.6516443,-73.838456,4.3,500,"$82,604 ",1125.998160073597
bp,"100-07 Rockaway Boulevard, Ozone Park",40.6801184,-73.83926029999999,4.2,98,"$75,207 ",1318.4636614535418
Food Universe Marketplace,"96-09 Liberty Avenue, Ozone Park",40.680903,-73.84285,4.1,756,"$75,207 ",1318.4636614535418
Cherry Valley Marketplace,"84-12 97th Avenue, Jamaica",40.68328140000001,-73.8555933,4.2,1029,"$75,207 ",1318.4636614535418
Apna Sohna Bazaar,"117-10 Rockaway Boulevard, South Ozone Park",40.6762176,-73.8205869,4.4,130,"$82,604 ",1125.998160073597
Key Food,"102-02 101st Avenue, Ozone Park",40.6855605,-73.8404601,4.2,357,"$75,207 ",1318.4636614535418
Liberty Bismillah Supermarket,"109-19 Liberty Avenue, South Richmond Hill",40.684581,-73.8321173,4.0,57,"$75,207 ",1318.4636614535418
bp,"94-02 111th Street, South Richmond Hill",40.69180799999999,-73.8349533,3.2,14,"$75,207 ",1318.4636614535418
The Food Emporium of Howard Beach Supermarket,"Lindenwood 82, 35 153rd Avenue, Howard Beach",40.66679989999999,-73.8513598,3.8,474,"$82,604 ",1125.998160073597
Apna Bazar Farmers Market,"124-16 Liberty Avenue, South Richmond Hill",40.6878074,-73.8194802,4.1,719,"$75,207 ",1318.4636614535418
CTown Supermarkets,"98-02 Jamaica Avenue, Woodhaven",40.6946369,-73.847383,3.8,449,"$75,207 ",1318.4636614535418
Superior Food Market Inc,"120-22 101st Avenue, South Richmond Hill",40.690268,-73.82395799999999,4.8,8,"$75,207 ",1318.4636614535418
Golden Mango Supermarket,"8105 Rockaway Boulevard, Ozone Park",40.6847967,-73.8591678,4.1,378,"$75,207 ",1318.4636614535418
Key Food Supermarkets,"1215 Sutter Avenue, Brooklyn",40.67281550000001,-73.8733335,3.9,796,"$75,207 ",1318.4636614535418
Brothers Italian Food World,"16110 Cross Bay Boulevard, Howard Beach",40.6553893,-73.8393759,4.6,134,"$82,604 ",1125.998160073597
Associated Supermarkets of Pitkin,"2578 Pitkin Avenue, Brooklyn",40.674491,-73.8769259,3.6,292,"$75,207 ",1318.4636614535418
Family Dollar,"3382 Atlantic Avenue, Brooklyn",40.6813675,-73.8717233,3.9,247,"$75,207 ",1318.4636614535418
Target Grocery,"519 Gateway Drive, Brooklyn",40.6529944,-73.870071,4.3,29,"$82,604 ",1125.998160073597
ALDI,"528 Gateway Drive, Brooklyn",40.6538135,-73.87107069999999,4.3,2328,"$82,604 ",1125.998160073597
Cherry Valley Marketplace,"925 Crescent Street #5515, Brooklyn",40.6647936,-73.8671293,4.0,351,"$82,604 ",1125.998160073597
Key Food Supermarkets,"108-16 Liberty Avenue, Jamaica",40.6836662,-73.8332631,3.9,471,"$75,207 ",1318.4636614535418
Pioneer Fresh of East New York,"689 Stanley Avenue, Brooklyn",40.65976399999999,-73.8834298,4.5,84,"$38,285 ",1245.936599423631
J T Grocery,"114-27 135th Avenue, South Ozone Park",40.6715773,-73.8252383,4.3,28,"$82,604 ",1125.998160073597
Key Food Supermarkets,"135-46 Lefferts Boulevard, South Ozone Park",40.6691667,-73.8216667,4.0,535,"$82,604 ",1125.998160073597
Tony's Shop & Save Supermarket,"Tony's Shop & Save Supermarket, 1161 Sutter Avenue, Brooklyn",40.6724843,-73.8751849,4.0,149,"$75,207 ",1318.4636614535418
FOOD BAZAAR,"11110 Flatlands Avenue, Brooklyn",40.6492783,-73.8889016,4.3,3236,"$76,340 ",2788.8040345821323
Food Universe Marketplace,"773 New Lots Avenue, Brooklyn",40.6667838,-73.8820401,3.7,162,"$38,285 ",1245.936599423631
food choice,"1161 Sutter Avenue, Brooklyn",40.67253360000001,-73.8751917,5.0,5,"$75,207 ",1318.4636614535418
Milk Farm Supermarket,"88-13 Liberty Avenue, Ozone Park",40.6800975,-73.8502321,4.0,180,"$75,207 ",1318.4636614535418
Asian Supermarket & Halal Meat,"2757 Pitkin Avenue, Brooklyn",40.675908,-73.8704039,4.0,178,"$75,207 ",1318.4636614535418
bp,"719 New Lots Avenue, Brooklyn",40.6658857,-73.8842095,5.0,4,"$38,285 ",1245.936599423631
Pure Farmers Market,"1242 Liberty Avenue, Brooklyn",40.6789487,-73.8628794,4.1,67,"$75,207 ",1318.4636614535418
Abdullah Supermarket,"74-16 101st Avenue, Ozone Park",40.67929120000001,-73.8624665,3.8,95,"$75,207 ",1318.4636614535418
Emdad Supermarket Inc.,"1206 Liberty Avenue, Brooklyn",40.6788064,-73.86458300000001,4.3,11,"$75,207 ",1318.4636614535418
Premium Supermarket,"1196 Liberty Avenue, Brooklyn",40.67875050000001,-73.86488360000001,4.0,484,"$75,207 ",1318.4636614535418
CTown Supermarkets,"1176 Liberty Avenue, Brooklyn",40.678541,-73.8658092,3.5,269,"$75,207 ",1318.4636614535418
Osorio Food Corp,"2665 Pitkin Avenue, Brooklyn",40.675368,-73.873846,4.5,8,"$75,207 ",1318.4636614535418
Junior's Food Outlet,"145-35 Rockaway Boulevard, South Ozone Park",40.67381739999999,-73.79228599999999,4.0,583,"$68,682 ",2078.371665133395
bp,"14812 Rockaway Boulevard, South Ozone Park",40.67291970000001,-73.7896921,3.5,24,"$68,682 ",2078.371665133395
Ideal Food Basket,"169-85 137th Avenue, Jamaica",40.6733823,-73.7701905,4.1,627,"$68,682 ",2078.371665133395
Bravo Supermarkets,"144-28 Lakewood Avenue, Jamaica",40.6897531,-73.803113,3.9,153,"$68,682 ",2078.371665133395
Western Beef Supermarket,"130-35 Merrick Boulevard, Rochdale Village",40.6806838,-73.76168299999999,3.8,726,"$68,682 ",2078.371665133395
bp,"114-02 Van Wyck Expressway, Jamaica",40.6825375,-73.8063669,3.3,47,"$68,682 ",2078.371665133395
Key Food Supermarkets,"16602 Baisley Boulevard, Jamaica",40.67882109999999,-73.7762418,3.9,1183,"$68,682 ",2078.371665133395
CIBO Express Gourmet Market - TECH,"John F Kennedy International Airport, Terminal 2, Queens",40.6586769,-73.7953211,,0,"$68,682 ",2078.371665133395
CIBO Express Gourmet Market,"John F Kennedy International Airport, Terminal 5, Queens",40.6586769,-73.7953211,,0,"$68,682 ",2078.371665133395
CIBO Express Gourmet Market - Book Store,"John F Kennedy International Airport, Terminal 2, Queens",40.6586769,-73.7953211,,0,"$68,682 ",2078.371665133395
Hudson,"Terminal 7, Jamaica",40.6495623,-73.7827185,1.8,9,"$68,682 ",2078.371665133395
Alsa Met Food Corp.,Jamaica,40.67327280000001,-73.7907153,,0,"$68,682 ",2078.371665133395
Farmboy Country Market,"127-20 Rockaway Boulevard, South Ozone Park",40.67484899999999,-73.810129,3.9,1267,"$82,604 ",1125.998160073597
Amoco,"162-35 North Conduit Avenue, Jamaica",40.6682633,-73.77204309999999,4.0,9,"$68,682 ",2078.371665133395
Almonte's Fine Fare of Farmers Blvd. - Neighborhood Supermarket,"145-44 Farmers Boulevard, Rochdale Village",40.66482469999999,-73.76841619999999,4.2,103,"$68,682 ",2078.371665133395
Fine fair,"145-44 Farmers Boulevard, Rochdale Village",40.66487619999999,-73.76841670000002,3.9,69,"$68,682 ",2078.371665133395
Ideal Food Basket,"142-36 Foch Boulevard, Jamaica",40.678845,-73.7983855,4.3,546,"$68,682 ",2078.371665133395
FOOD JUNGLE INC,"11914 Sutphin Boulevard, Jamaica",40.6785301,-73.79178519999999,,0,"$68,682 ",2078.371665133395
Food World Supermarket,"119-14 Sutphin Boulevard, Jamaica",40.6785301,-73.79178519999999,4.1,1564,"$68,682 ",2078.371665133395
Food Universe Marketplace,"127-16 111th Avenue, South Ozone Park",40.6825793,-73.81359929999999,3.8,131,"$82,604 ",1125.998160073597
Super,Rochdale Village,40.6785894,-73.7765337,,0,"$68,682 ",2078.371665133395
C-Town Supermarket,"115-34 Sutphin Boulevard, Jamaica",40.683919,-73.7927091,3.8,248,"$68,682 ",2078.371665133395
Shahjalal Halal Supermarket,"111-02 Sutphin Boulevard, Jamaica",40.68837579999999,-73.7958434,5.0,3,"$68,682 ",2078.371665133395
Fresh Farm Halal Supermarket,157-11 Linden Boulevard,40.6880896,-73.7899571,3.7,11,"$68,682 ",2078.371665133395
West Indian Farm Market,"123-02 Liberty Avenue, South Richmond Hill",40.6874622,-73.820628,4.2,157,"$75,207 ",1318.4636614535418
Matty's 5 Star Mini Mart,"128-02 Liberty Avenue, South Richmond Hill",40.688822,-73.816841,4.0,8,"$75,207 ",1318.4636614535418
Earnest Foods,"123-01 Merrick Boulevard, Jamaica",40.6833044,-73.76818120000001,4.9,101,"$68,682 ",2078.371665133395
Market Fresh Supermarket,"109-10 Sutphin Boulevard, Jamaica",40.69159800000001,-73.7981891,4.1,115,"$68,682 ",2078.371665133395
Century Market,"109-18 Liberty Avenue, South Richmond Hill",40.68405,-73.832188,3.4,15,"$75,207 ",1318.4636614535418
CTown Supermarkets,"Parking lot, 134-16 Liberty Avenue, South Richmond Hill",40.691428,-73.81197139999999,3.8,1141,"$75,207 ",1318.4636614535418
Key Food Supermarkets,"123-12 101st Avenue, South Richmond Hill",40.69085690000001,-73.8220138,3.9,595,"$75,207 ",1318.4636614535418
John’s Farm Market,"115-10 Merrick Boulevard, Jamaica",40.6894766,-73.7779845,4.0,36,"$68,682 ",2078.371665133395
AFRICARIB BAZAAR MARKET,"114-52 Merrick Boulevard, Jamaica",40.690135,-73.778486,4.6,117,"$68,682 ",2078.371665133395
Atlantic Farm Cash & Carry,"130-23 101st Avenue, South Richmond Hill",40.6928058,-73.8164517,3.5,21,"$75,207 ",1318.4636614535418
Deshi Bazar & Halal Meat Inc,"106-15 Sutphin Boulevard, Jamaica",40.6948931,-73.8023815,4.2,5,"$68,682 ",2078.371665133395
Trader Joe's,"1280 West Broadway, Hewlett",40.6393609,-73.70171719999999,4.5,3021,"$68,682 ",2078.371665133395
Amoco,"243-02 South Conduit Avenue, Rosedale",40.6650261,-73.7354563,3.7,93,"$68,682 ",2078.371665133395
Key Food Supermarket of Rosedale Rd,"935 Rosedale Road, Valley Stream",40.65264069999999,-73.7241567,4.1,1070,"$68,682 ",2078.371665133395
Key Food Supermarkets,"22501 Merrick Boulevard, Springfield Gardens",40.6776341,-73.7444269,4.0,581,"$68,682 ",2078.371665133395
bp,"270 Sunrise Highway, Valley Stream",40.6622071,-73.7104207,3.2,25,"$68,682 ",2078.371665133395
King Kullen,"231 West Merrick Road, Valley Stream",40.6690491,-73.70640440000001,4.2,1230,"$97,288 ",1734.9862005519778
Gourmet Glatt Woodmere,"1030 Railroad Avenue, Woodmere",40.6344432,-73.71019799999999,4.4,469,"$68,682 ",2078.371665133395
Sweet Pea - Gourmet Grocery Store,"1483 Broadway, Hewlett",40.6432499,-73.6955289,3.8,49,"$68,682 ",2078.371665133395
Foodtown of Hewlett,"1368 Peninsula Boulevard, Hewlett",40.6447689,-73.7025313,4.1,1001,"$68,682 ",2078.371665133395
Ramar Supermarket,"144-5A 243rd Street, Rosedale",40.6601075,-73.7393136,4.1,33,"$68,682 ",2078.371665133395
Associated Supermarkets of Rosedale,"143-60 243rd Street, Rosedale",40.6608932,-73.7391098,3.9,169,"$68,682 ",2078.371665133395
ALDI,"750 Sunrise Highway, Valley Stream",40.66446409999999,-73.72709069999999,4.4,1097,"$68,682 ",2078.371665133395
Target Grocery,"500 Sunrise Highway, Valley Stream",40.6645869,-73.72075459999999,4.6,22,"$68,682 ",2078.371665133395
Farm Country of Laurelton,"234-21 Merrick Boulevard, Rosedale",40.6746592,-73.7353883,4.0,268,"$68,682 ",2078.371665133395
Food World Supermarket,"500 West Merrick Road, Valley Stream",40.66915099999999,-73.71533000000001,4.2,1758,"$68,682 ",2078.371665133395
bp,"385 West Merrick Road, Valley Stream",40.6685047,-73.7111484,2.2,18,"$97,288 ",1734.9862005519778
Keneret Fresh Market,"1274 Peninsula Boulevard, Hewlett",40.6436654,-73.7050704,4.7,77,"$68,682 ",2078.371665133395
Key Food,"1805 North Central Avenue, Valley Stream",40.6826498,-73.7145285,4.2,1202,"$97,288 ",1734.9862005519778
A & E Supermarket,"11731 Farmers Boulevard, Jamaica",40.6907843,-73.7619793,4.6,9,"$68,682 ",2078.371665133395
Patel Brothers,"780-782 Newark Avenue, Jersey City",40.735664,-74.06412,4.0,3251,"$57,565 ",2686.2555066079294
Extra Supermarket,"360 Martin Luther King Drive, Jersey City",40.7103021,-74.0771872,4.1,1909,"$72,727 ",1900.704347826087
Big Bazar Indian supermarket - best Indian grocery store,"831 Newark Avenue, Jersey City",40.735656,-74.066267,4.1,916,"$57,565 ",2686.2555066079294
Pioneer Supermarkets of Jersey City,"320 Martin Luther King Drive, Jersey City",40.7097553,-74.0799293,3.8,405,"$72,727 ",1900.704347826087
ACME Markets,"321 New Jersey 440, Jersey City",40.7105326,-74.10182309999999,4.2,1407,"$72,727 ",1900.704347826087
Bravo Supermarkets,"503 West Side Avenue, Jersey City",40.71828079999999,-74.08408899999999,3.7,580,"$57,565 ",2686.2555066079294
اخوان غبور Ghabour Brothers Supermarket,"867 Bergen Avenue, Jersey City",40.7291529,-74.0665107,4.2,134,"$57,565 ",2686.2555066079294
99 Ranch Market,"420 Grand Street, Jersey City",40.7188083,-74.05276669999999,4.3,2436,"$57,565 ",2686.2555066079294
CTown Supermarkets,"885 Bergen Avenue, Jersey City",40.7296832,-74.06613879999999,4.0,1753,"$57,565 ",2686.2555066079294
bp,"808 Communipaw Avenue, Jersey City",40.7211247,-74.0815465,3.0,74,"$57,565 ",2686.2555066079294
Martfury,"837 Hilltop Haven Drive, Jersey City",40.7008372,-74.0887383,,0,"$72,727 ",1900.704347826087
Tejeda Supermarket,"356 Ocean Avenue, Jersey City",40.6988281,-74.0854595,4.3,21,"$72,727 ",1900.704347826087
Privilege Food,"466 Ocean Avenue, Jersey City",40.70232370000001,-74.0814685,4.1,230,"$72,727 ",1900.704347826087
Asian Food Market Jersey City,"701 New Jersey 440, Jersey City",40.71940259999999,-74.09628959999999,4.2,1144,"$72,727 ",1900.704347826087
Andy's Supermarket,"692 Ocean Avenue, Jersey City",40.7098434,-74.0761522,4.3,21,"$72,727 ",1900.704347826087
Denisse Supermarket,"761 Ocean Avenue, Jersey City",40.7121557,-74.0752854,4.5,53,"$57,565 ",2686.2555066079294
